ID_Registro,Puesto_Empleo,Tipo_Recurso,Nombre_O_Modelo,Costo_Inversion_Inicial_USD,Gasto_Mantenimiento_Operacion_Mensual_USD,Salario_O_Licencia_Mensual_USD,Gasto_Total_Anual_USD,Horas_Operativas_Mes,Costo_Por_Hora_USD,Nivel_Eficiencia_Pct,Tasa_Error_Pct,Estado_Implementacion
REC-1322,Atención al cliente telefónica,Empleado Real (Humano),Fernanda Álvarez,359.3,95.02,914.82,12477.35,160,6.31,83.8,5.1,Activo / En Contrato
REC-1323,Atención al cliente telefónica,Empleado Real (Humano),Verónica Castillo,497.77,100.65,759.89,10824.28,154,5.59,78.4,4.83,Activo / En Contrato
REC-1324,Atención al cliente telefónica,Empleado Real (Humano),Jimena Cruz,421.42,129.66,782.22,11364.02,160,5.7,82.6,4.65,Activo / En Contrato
REC-1325,Atención al cliente telefónica,Empleado Real (Humano),Patricia Castillo,458.72,102.38,965.55,13273.9,159,6.72,84.2,3.42,Activo / En Contrato
REC-1326,Atención al cliente telefónica,Empleado Real (Humano),Lorena Hernández,477.37,103.28,916.2,12711.18,172,5.93,79.0,5.03,Activo / En Contrato
REC-1327,Atención al cliente telefónica,Empleado Real (Humano),Claudia Sánchez,456.67,118.03,926.54,12991.51,164,6.37,74.6,4.22,Activo / En Contrato
REC-1328,Atención al cliente telefónica,Empleado Real (Humano),Adriana López,471.79,104.43,899.49,12518.84,155,6.48,86.1,4.71,Activo / En Contrato
REC-1329,Atención al cliente telefónica,Empleado Real (Humano),Laura Castillo,456.92,106.37,903.26,12572.49,170,5.94,72.0,3.53,Activo / En Contrato
REC-1330,Atención al cliente telefónica,Empleado Real (Humano),Lorena Cruz,484.86,89.46,866.56,11957.08,153,6.25,83.7,4.98,Activo / En Contrato
REC-1331,Atención al cliente telefónica,Empleado Real (Humano),Silvia Hernández,413.74,142.29,881.41,12698.15,166,6.17,75.2,5.45,Activo / En Contrato
REC-1332,Atención al cliente telefónica,Empleado Real (Humano),Mónica Reyes,383.83,118.52,865.88,12196.59,166,5.93,74.2,4.84,Activo / En Contrato
REC-1333,Atención al cliente telefónica,Empleado Real (Humano),Griselda Díaz,446.45,89.12,900.84,12325.9,168,5.89,75.3,4.87,Activo / En Contrato
REC-1334,Atención al cliente telefónica,Empleado Real (Humano),Lorena Flores,413.98,101.48,924.11,12721.08,172,5.96,71.6,4.4,Activo / En Contrato
REC-1335,Atención al cliente telefónica,Empleado Real (Humano),Beatriz Morales,408.55,122.64,906.79,12761.66,146,7.05,76.5,3.19,Activo / En Contrato
REC-1336,Atención al cliente telefónica,Empleado Real (Humano),Paula Reyes,458.46,106.86,959.53,13255.17,150,7.11,86.3,5.95,Activo / En Contrato
REC-1337,Atención al cliente telefónica,Empleado Real (Humano),Silvia Gómez,418.29,96.83,828.82,11526.08,152,6.09,78.2,2.85,Activo / En Contrato
REC-1338,Atención al cliente telefónica,Empleado Real (Humano),Jimena Pérez,429.4,123.71,883.82,12519.75,156,6.46,88.6,4.52,Activo / En Contrato
REC-1339,Atención al cliente telefónica,Empleado Real (Humano),Verónica Flores,334.9,102.08,916.69,12560.25,147,6.93,79.7,5.64,Activo / En Contrato
REC-1340,Atención al cliente telefónica,Empleado Real (Humano),Claudia Martínez,468.72,126.16,858.53,12284.97,160,6.15,82.3,4.41,Activo / En Contrato
REC-1341,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),OmniChannel Telecom Hub (Unit #101),11521.41,287.58,0.0,5755.21,635,0.76,84.0,2.22,Desplegado / Producción
REC-1342,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),SmartRoute HD PBX (Unit #102),11356.25,279.72,0.0,5627.88,591,0.79,87.7,2.93,Desplegado / Producción
REC-1343,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Enterprise Voicenet IVR (Unit #103),15630.81,290.96,0.0,6617.71,610,0.9,89.1,3.32,Desplegado / Producción
REC-1344,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Interactive Voice Station v4 (Unit #104),15193.35,287.97,0.0,6494.29,674,0.8,86.7,2.39,Desplegado / Producción
REC-1345,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Interactive Voice Station v4 (Unit #105),17237.25,347.37,0.0,7615.86,485,1.31,87.4,3.22,Desplegado / Producción
REC-1346,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Interactive Voice Station v4 (Unit #106),16897.9,234.3,0.0,6191.17,570,0.91,86.4,2.28,Desplegado / Producción
REC-1347,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #107),15720.91,291.38,0.0,6640.72,651,0.85,91.2,3.48,Desplegado / Producción
REC-1348,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #108),16837.11,300.12,0.0,6968.86,639,0.91,89.2,3.2,Desplegado / Producción
REC-1349,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #109),14150.54,303.93,0.0,6477.32,643,0.84,83.6,1.57,Desplegado / Producción
REC-1350,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),SmartRoute HD PBX (Unit #110),16403.19,290.13,0.0,6762.16,585,0.96,95.6,2.66,Desplegado / Producción
REC-1351,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),OmniChannel Telecom Hub (Unit #111),11909.58,258.95,0.0,5489.38,592,0.77,85.9,3.01,Desplegado / Producción
REC-1352,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #112),13531.19,332.73,0.0,6699.01,515,1.08,88.0,2.66,Desplegado / Producción
REC-1353,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #113),17740.75,341.31,0.0,7643.85,593,1.07,90.9,2.02,Desplegado / Producción
REC-1354,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),OmniChannel Telecom Hub (Unit #114),15019.62,260.86,0.0,6134.22,654,0.78,85.5,2.9,Desplegado / Producción
REC-1355,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Interactive Voice Station v4 (Unit #115),14432.59,299.36,0.0,6478.81,699,0.77,88.4,2.27,Desplegado / Producción
REC-1356,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Enterprise Voicenet IVR (Unit #116),15254.63,333.85,0.0,7057.07,597,0.99,90.2,2.19,Desplegado / Producción
REC-1357,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Interactive Voice Station v4 (Unit #117),16266.07,365.18,0.0,7635.37,623,1.02,86.8,2.57,Desplegado / Producción
REC-1358,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),SmartRoute HD PBX (Unit #118),15268.73,299.53,0.0,6648.05,589,0.94,86.3,3.11,Desplegado / Producción
REC-1359,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Interactive Voice Station v4 (Unit #119),12088.41,288.22,0.0,5876.29,556,0.88,90.2,2.57,Desplegado / Producción
REC-1360,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #120),16878.63,321.0,0.0,7227.74,549,1.1,86.4,2.17,Desplegado / Producción
REC-1361,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #121),17365.66,187.99,0.0,5728.97,575,0.83,89.7,2.91,Desplegado / Producción
REC-1362,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),OmniChannel Telecom Hub (Unit #122),14624.29,265.99,0.0,6116.74,589,0.87,88.9,2.14,Desplegado / Producción
REC-1363,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),OmniChannel Telecom Hub (Unit #123),14242.79,317.73,0.0,6661.26,600,0.93,88.4,1.91,Desplegado / Producción
REC-1364,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),OmniChannel Telecom Hub (Unit #124),15774.55,264.22,0.0,6325.54,561,0.94,87.5,3.04,Desplegado / Producción
REC-1365,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #125),11237.79,244.6,0.0,5182.74,603,0.72,86.8,2.57,Desplegado / Producción
REC-1366,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #126),14966.77,286.53,0.0,6431.71,590,0.91,89.4,2.55,Desplegado / Producción
REC-1367,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),OmniChannel Telecom Hub (Unit #127),14777.0,334.9,0.0,6974.16,608,0.96,87.2,2.32,Desplegado / Producción
REC-1368,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),AutoCall Server Enterprise (Unit #128),14888.52,361.61,0.0,7317.07,664,0.92,85.3,3.09,Desplegado / Producción
REC-1369,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Enterprise Voicenet IVR (Unit #129),14019.44,259.4,0.0,5916.68,605,0.81,90.5,2.08,Desplegado / Producción
REC-1370,Atención al cliente telefónica,Equipo Automatizado (Hardware/Robótica),Enterprise Voicenet IVR (Unit #130),15777.19,315.29,0.0,6938.97,624,0.93,92.1,2.18,Desplegado / Producción
REC-1371,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),CallMind Pro Speech AI License #501,3095.22,98.71,287.58,7730.74,730,0.53,99.1,0.57,Fase Piloto / Licencia SaaS
REC-1372,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #502,3528.42,91.11,314.86,8400.14,724,0.56,99.2,0.51,Fase Piloto / Licencia SaaS
REC-1373,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #503,3131.07,98.04,277.24,7634.36,726,0.52,99.0,0.43,Fase Piloto / Licencia SaaS
REC-1374,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #504,2994.73,98.48,261.68,7316.58,724,0.5,97.7,0.4,Fase Piloto / Licencia SaaS
REC-1375,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),OmniAgent Support LLM License #505,3266.51,84.17,231.17,7050.62,719,0.44,97.0,0.48,Fase Piloto / Licencia SaaS
REC-1376,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),DialAssist AI Agent License #506,2969.07,99.46,268.55,7385.2,722,0.51,98.8,0.69,Fase Piloto / Licencia SaaS
REC-1377,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceBot CustomerCare 5.0 License #507,2775.22,91.54,342.55,7984.25,725,0.6,100.0,0.53,Fase Piloto / Licencia SaaS
REC-1378,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),OmniAgent Support LLM License #508,3419.09,82.47,262.36,7557.06,723,0.48,99.0,0.36,Fase Piloto / Licencia SaaS
REC-1379,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),CallMind Pro Speech AI License #509,3165.47,74.99,267.33,7273.26,710,0.48,98.5,0.31,Fase Piloto / Licencia SaaS
REC-1380,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceBot CustomerCare 5.0 License #510,2686.32,104.47,263.26,7099.09,710,0.52,97.3,0.29,Fase Piloto / Licencia SaaS
REC-1381,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #511,3348.16,93.49,234.01,7278.23,728,0.45,96.6,0.39,Fase Piloto / Licencia SaaS
REC-1382,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),CallMind Pro Speech AI License #512,3110.25,86.49,291.18,7642.3,735,0.51,97.4,0.42,Fase Piloto / Licencia SaaS
REC-1383,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceBot CustomerCare 5.0 License #513,2684.57,104.22,329.21,7885.67,712,0.61,97.6,0.47,Fase Piloto / Licencia SaaS
REC-1384,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),CallMind Pro Speech AI License #514,3036.41,131.79,259.51,7732.0,728,0.54,97.9,0.37,Fase Piloto / Licencia SaaS
REC-1385,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),CallMind Pro Speech AI License #515,3359.34,73.49,311.69,7981.57,703,0.55,97.4,0.57,Fase Piloto / Licencia SaaS
REC-1386,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),OmniAgent Support LLM License #516,3396.12,80.09,323.19,8235.42,719,0.56,97.0,0.37,Fase Piloto / Licencia SaaS
REC-1387,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #517,2977.05,84.29,296.27,7543.79,732,0.52,97.1,0.49,Fase Piloto / Licencia SaaS
REC-1388,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #518,2715.11,110.18,298.63,7620.82,709,0.58,97.2,0.45,Fase Piloto / Licencia SaaS
REC-1389,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),DialAssist AI Agent License #519,2377.98,78.14,196.98,5679.39,727,0.38,97.3,0.46,Fase Piloto / Licencia SaaS
REC-1390,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #520,2952.22,86.86,298.83,7580.51,729,0.53,99.6,0.43,Fase Piloto / Licencia SaaS
REC-1391,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),CallMind Pro Speech AI License #521,2735.32,92.01,289.53,7313.85,714,0.53,95.8,0.42,Fase Piloto / Licencia SaaS
REC-1392,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #522,3279.92,70.09,266.2,7315.34,704,0.48,97.4,0.17,Fase Piloto / Licencia SaaS
REC-1393,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),DialAssist AI Agent License #523,3434.18,103.86,238.27,7539.73,716,0.48,98.3,0.42,Fase Piloto / Licencia SaaS
REC-1394,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #524,3080.69,90.13,234.35,6974.53,713,0.46,97.9,0.34,Fase Piloto / Licencia SaaS
REC-1395,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),OmniAgent Support LLM License #525,3710.17,94.6,282.67,8237.44,720,0.52,97.7,0.25,Fase Piloto / Licencia SaaS
REC-1396,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),OmniAgent Support LLM License #526,2524.75,102.88,261.43,6896.47,729,0.5,97.7,0.61,Fase Piloto / Licencia SaaS
REC-1397,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),OmniAgent Support LLM License #527,3164.87,84.2,279.93,7534.47,724,0.5,99.0,0.41,Fase Piloto / Licencia SaaS
REC-1398,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceFlow Conversational AI License #528,3490.12,82.7,278.97,7830.13,717,0.5,97.8,0.34,Fase Piloto / Licencia SaaS
REC-1399,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),OmniAgent Support LLM License #529,3222.02,99.09,271.41,7668.03,716,0.52,98.5,0.25,Fase Piloto / Licencia SaaS
REC-1400,Atención al cliente telefónica,Inteligencia Artificial (Software/SaaS),VoiceBot CustomerCare 5.0 License #530,2751.78,73.22,251.79,6651.92,714,0.46,100.0,0.25,Fase Piloto / Licencia SaaS
REC-1401,Conductor de plataforma,Empleado Real (Humano),Julio Flores,372.0,227.18,933.04,14294.61,192,6.04,78.2,2.6,Activo / En Contrato
REC-1402,Conductor de plataforma,Empleado Real (Humano),Raúl Ruiz,321.07,268.83,1023.21,15825.54,175,7.38,76.5,2.37,Activo / En Contrato
REC-1403,Conductor de plataforma,Empleado Real (Humano),Saúl Martínez,325.07,279.06,1081.76,16654.91,199,6.84,75.9,3.1,Activo / En Contrato
REC-1404,Conductor de plataforma,Empleado Real (Humano),Adrian Vargas,308.21,288.28,1071.74,16628.44,208,6.54,80.6,2.75,Activo / En Contrato
REC-1405,Conductor de plataforma,Empleado Real (Humano),Guillermo Hernández,249.35,170.31,952.07,13717.97,210,5.34,83.3,1.85,Activo / En Contrato
REC-1406,Conductor de plataforma,Empleado Real (Humano),Hector Ruiz,279.13,195.33,1189.28,16894.5,188,7.36,90.3,2.24,Activo / En Contrato
REC-1407,Conductor de plataforma,Empleado Real (Humano),Damián González,326.59,271.3,1085.2,16604.53,198,6.85,87.4,1.96,Activo / En Contrato
REC-1408,Conductor de plataforma,Empleado Real (Humano),Esteban Rodríguez,327.88,302.88,1059.78,16679.82,172,7.92,76.9,2.66,Activo / En Contrato
REC-1409,Conductor de plataforma,Empleado Real (Humano),Fabián Pérez,306.36,297.98,1116.66,17281.94,181,7.82,80.9,3.07,Activo / En Contrato
REC-1410,Conductor de plataforma,Empleado Real (Humano),Fidel Gómez,261.34,259.94,940.12,14662.03,196,6.12,86.1,2.91,Activo / En Contrato
REC-1411,Conductor de plataforma,Empleado Real (Humano),Fabián Pérez,258.54,288.08,1091.24,16810.45,204,6.76,87.6,2.68,Activo / En Contrato
REC-1412,Conductor de plataforma,Empleado Real (Humano),Hugo Cruz,275.66,289.5,1036.72,16190.33,191,6.94,83.8,2.47,Activo / En Contrato
REC-1413,Conductor de plataforma,Empleado Real (Humano),Saúl Díaz,304.96,267.95,1136.8,17161.89,183,7.68,79.5,2.22,Activo / En Contrato
REC-1414,Conductor de plataforma,Empleado Real (Humano),Guillermo Castillo,332.89,304.28,964.81,15561.96,185,6.86,91.5,1.91,Activo / En Contrato
REC-1415,Conductor de plataforma,Empleado Real (Humano),Ariel Álvarez,303.86,253.67,982.86,15142.13,194,6.37,80.0,1.23,Activo / En Contrato
REC-1416,Conductor de plataforma,Empleado Real (Humano),Erick Vargas,304.24,292.98,1110.01,17140.03,171,8.2,92.8,2.07,Activo / En Contrato
REC-1417,Conductor de plataforma,Empleado Real (Humano),Guillermo Gómez,313.89,250.22,1036.93,15759.69,211,6.1,82.2,3.4,Activo / En Contrato
REC-1418,Conductor de plataforma,Empleado Real (Humano),Ariel Cruz,296.84,335.33,953.13,15758.37,181,7.12,89.7,1.53,Activo / En Contrato
REC-1419,Conductor de plataforma,Empleado Real (Humano),Alexis Romero,329.9,219.18,1135.88,16590.63,198,6.84,83.8,3.09,Activo / En Contrato
REC-1420,Conductor de plataforma,Empleado Real (Humano),Damián Gómez,278.94,274.73,1039.36,16048.01,171,7.68,86.6,1.77,Activo / En Contrato
REC-1421,Conductor de plataforma,Empleado Real (Humano),Erick Hernández,282.72,290.22,1229.22,18516.05,197,7.71,80.5,3.89,Activo / En Contrato
REC-1422,Conductor de plataforma,Empleado Real (Humano),Renato Sánchez,353.93,236.97,1190.94,17488.9,209,6.83,87.1,2.26,Activo / En Contrato
REC-1423,Conductor de plataforma,Empleado Real (Humano),Orlando Castillo,226.89,255.24,1238.84,18155.83,178,8.39,78.6,1.82,Activo / En Contrato
REC-1424,Conductor de plataforma,Empleado Real (Humano),Hugo Cruz,293.37,219.12,996.87,14885.24,213,5.71,76.2,1.74,Activo / En Contrato
REC-1425,Conductor de plataforma,Empleado Real (Humano),Alexis Romero,302.83,209.84,1169.1,16850.09,184,7.49,81.3,1.39,Activo / En Contrato
REC-1426,Conductor de plataforma,Empleado Real (Humano),Fabián Romero,252.73,197.34,1056.07,15293.71,196,6.39,85.4,1.9,Activo / En Contrato
REC-1427,Conductor de plataforma,Empleado Real (Humano),Julio Morales,241.22,184.19,846.97,12615.2,181,5.7,76.5,2.12,Activo / En Contrato
REC-1428,Conductor de plataforma,Empleado Real (Humano),Esteban Gómez,371.95,184.14,1106.37,15858.13,203,6.36,83.3,2.31,Activo / En Contrato
REC-1429,Conductor de plataforma,Empleado Real (Humano),Raúl López,260.17,279.2,1036.99,16054.46,216,6.09,74.9,2.38,Activo / En Contrato
REC-1430,Conductor de plataforma,Empleado Real (Humano),Ariel Vargas,350.6,291.25,1144.65,17581.47,201,7.14,80.6,1.81,Activo / En Contrato
REC-1431,Conductor de plataforma,Empleado Real (Humano),Renato Pérez,272.79,188.4,974.9,14232.34,186,6.25,73.8,2.7,Activo / En Contrato
REC-1432,Conductor de plataforma,Empleado Real (Humano),Julio Pérez,284.82,244.76,919.34,14254.03,178,6.54,87.9,2.93,Activo / En Contrato
REC-1433,Conductor de plataforma,Empleado Real (Humano),Raúl Rodríguez,284.53,190.47,1105.25,15833.18,210,6.17,73.9,2.62,Activo / En Contrato
REC-1434,Conductor de plataforma,Empleado Real (Humano),Guillermo Pérez,302.26,233.06,916.96,14102.47,182,6.32,93.8,1.92,Activo / En Contrato
REC-1435,Conductor de plataforma,Empleado Real (Humano),Orlando Morales,326.16,281.23,989.07,15569.87,181,7.02,86.1,2.28,Activo / En Contrato
REC-1436,Conductor de plataforma,Empleado Real (Humano),Ariel Mendoza,342.81,213.24,1127.54,16432.15,186,7.21,83.8,2.99,Activo / En Contrato
REC-1437,Conductor de plataforma,Empleado Real (Humano),Damián Díaz,318.87,269.95,1052.52,16188.49,177,7.47,88.2,2.71,Activo / En Contrato
REC-1438,Conductor de plataforma,Empleado Real (Humano),Julio Reyes,341.6,251.37,851.07,13570.86,183,6.02,80.2,2.97,Activo / En Contrato
REC-1439,Conductor de plataforma,Empleado Real (Humano),Erick López,289.55,214.26,1190.06,17141.41,158,8.89,81.1,3.27,Activo / En Contrato
REC-1440,Conductor de plataforma,Empleado Real (Humano),Saúl Reyes,232.52,240.03,1038.52,15575.04,200,6.39,96.3,2.61,Activo / En Contrato
REC-1441,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),RoboTaxi Alpha (L4) (Unit #101),59112.99,1210.24,0.0,26345.48,529,4.15,98.6,0.57,Desplegado / Producción
REC-1442,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),Waybot-Delivery Pod (Unit #102),60487.87,1163.06,0.0,26054.31,486,4.47,94.0,0.42,Desplegado / Producción
REC-1443,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #103),70124.58,1003.91,0.0,26071.78,477,4.55,95.1,1.0,Desplegado / Producción
REC-1444,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),UrbanNav Shuttle AI (Unit #104),72003.15,1273.84,0.0,29686.67,524,4.72,94.2,0.8,Desplegado / Producción
REC-1445,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),DriveBot Autonomous Car (Unit #105),61711.74,1230.47,0.0,27108.0,477,4.74,96.0,0.76,Desplegado / Producción
REC-1446,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #106),60349.81,1236.43,0.0,26907.13,444,5.05,94.6,0.78,Desplegado / Producción
REC-1447,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),UrbanNav Shuttle AI (Unit #107),68053.46,1226.7,0.0,28331.13,471,5.01,94.7,0.96,Desplegado / Producción
REC-1448,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),UrbanNav Shuttle AI (Unit #108),71375.73,1193.04,0.0,28591.61,505,4.72,91.9,0.91,Desplegado / Producción
REC-1449,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),DriveBot Autonomous Car (Unit #109),69977.22,1134.86,0.0,27613.8,499,4.61,94.5,0.58,Desplegado / Producción
REC-1450,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),Waybot-Delivery Pod (Unit #110),62204.44,1133.72,0.0,26045.57,513,4.23,92.6,0.73,Desplegado / Producción
REC-1451,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),RoboTaxi Alpha (L4) (Unit #111),72193.02,1107.73,0.0,27731.39,467,4.95,95.1,1.07,Desplegado / Producción
REC-1452,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),UrbanNav Shuttle AI (Unit #112),72669.04,896.19,0.0,25288.1,496,4.25,91.7,0.89,Desplegado / Producción
REC-1453,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),Waybot-Delivery Pod (Unit #113),68236.87,1257.59,0.0,28738.48,479,5.0,97.3,0.87,Desplegado / Producción
REC-1454,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #114),65625.59,834.21,0.0,23135.58,549,3.51,97.0,0.91,Desplegado / Producción
REC-1455,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #115),57405.17,1013.16,0.0,23639.01,466,4.23,95.0,1.05,Desplegado / Producción
REC-1456,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),UrbanNav Shuttle AI (Unit #116),74581.41,1226.22,0.0,29630.94,477,5.18,95.9,0.56,Desplegado / Producción
REC-1457,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),RoboTaxi Alpha (L4) (Unit #117),67606.18,1299.9,0.0,29119.98,499,4.86,95.7,0.86,Desplegado / Producción
REC-1458,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #118),59693.39,1233.99,0.0,26746.54,460,4.85,96.5,0.64,Desplegado / Producción
REC-1459,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),DriveBot Autonomous Car (Unit #119),72042.47,1204.62,0.0,28863.91,566,4.25,95.3,1.06,Desplegado / Producción
REC-1460,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #120),58044.88,1189.94,0.0,25888.2,484,4.46,95.2,0.85,Desplegado / Producción
REC-1461,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),RoboTaxi Alpha (L4) (Unit #121),71974.7,1057.1,0.0,27080.12,479,4.71,98.4,0.89,Desplegado / Producción
REC-1462,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #122),63057.01,1024.82,0.0,24909.19,482,4.31,95.3,1.06,Desplegado / Producción
REC-1463,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),UrbanNav Shuttle AI (Unit #123),62632.03,1306.89,0.0,28209.13,533,4.41,92.5,0.98,Desplegado / Producción
REC-1464,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),UrbanNav Shuttle AI (Unit #124),68559.28,1114.95,0.0,27091.31,466,4.84,94.9,0.46,Desplegado / Producción
REC-1465,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #125),61602.03,1103.61,0.0,25563.77,486,4.38,92.8,1.02,Desplegado / Producción
REC-1466,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),DriveBot Autonomous Car (Unit #126),72111.42,862.84,0.0,24776.39,476,4.34,96.2,0.49,Desplegado / Producción
REC-1467,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),DriveBot Autonomous Car (Unit #127),73841.16,1108.23,0.0,28067.03,512,4.57,98.0,0.79,Desplegado / Producción
REC-1468,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #128),59637.56,995.09,0.0,23868.63,503,3.95,92.7,0.88,Desplegado / Producción
REC-1469,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),AutoCruiser Pod v2 (Unit #129),66879.75,1114.05,0.0,26744.53,536,4.16,95.7,0.58,Desplegado / Producción
REC-1470,Conductor de plataforma,Equipo Automatizado (Hardware/Robótica),Waybot-Delivery Pod (Unit #130),62511.15,1050.33,0.0,25106.2,512,4.09,93.0,0.55,Desplegado / Producción
REC-1471,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #501,4949.1,115.78,370.67,10786.46,641,0.76,96.0,0.54,Fase Piloto / Licencia SaaS
REC-1472,Conductor de plataforma,Inteligencia Artificial (Software/SaaS),FleetAI Route Optimizer License #502,3860.52,102.11,279.85,8444.06,672,0.57,96.7,0.38,Fase Piloto / Licencia SaaS
